Site name: Gonari Schoolhouse meteorological monitoring station,,,,,,,,,,,,
Site description: on the roof of the schoolhouse at Gonari,,,,,,,,,,,,
Latitude: 22.504714N,,,,,,,,,,,,
Longitude: 89.435929E,,,,,,,,,,,,
"Start time: 26-Aug-2015, 0:00:00 local time (GMT +6)",,,,,,,,,,,,
"Stop time: 11-Sep-2015, 0:00:00 local time (GMT +6)",,,,,,,,,,,,
Sampling interval: 5 minutes,,,,,,,,,,,,
Notes: site measures atmospheric pressure only; used to convert water pressure to depth at the other locations. These data are part of a multi-year record.,,,,,,,,,,,,
,,,,,,,,,,,,
DATA,DATA,DATA,DATA,,,,,,,,,
Year,Month,Decimal day,Atmospheric pressure (kPa),Days,Dec,Dec,Hour,Mins,Date,Time,DateTime,Pressure (cm)
2015,9,4.541666667,100.55,4,0.54,13.00,13,0,9/4/2015,1:00 PM,9/04/15 13:00:00,1025.32846
2015,9,4.545138889,100.54,4,0.55,13.08,13,5,9/4/2015,1:05 PM,9/04/15 13:05:00,1025.226488
2015,9,4.548611111,100.55,4,0.55,13.17,13,10,9/4/2015,1:10 PM,9/04/15 13:10:00,1025.32846
2015,9,4.552083333,100.57,4,0.55,13.25,13,15,9/4/2015,1:15 PM,9/04/15 13:15:00,1025.532404
2015,9,4.555555556,100.58,4,0.56,13.33,13,20,9/4/2015,1:20 PM,9/04/15 13:20:00,1025.634376
2015,9,4.559027778,100.58,4,0.56,13.42,13,25,9/4/2015,1:25 PM,9/04/15 13:25:00,1025.634376
2015,9,4.5625,100.6,4,0.56,13.50,13,30,9/4/2015,1:30 PM,9/04/15 13:30:00,1025.83832
2015,9,4.565972222,100.63,4,0.57,13.58,13,35,9/4/2015,1:35 PM,9/04/15 13:35:00,1026.144236
2015,9,4.569444444,100.63,4,0.57,13.67,13,40,9/4/2015,1:40 PM,9/04/15 13:40:00,1026.144236
2015,9,4.572916667,100.6,4,0.57,13.75,13,45,9/4/2015,1:45 PM,9/04/15 13:45:00,1025.83832
2015,9,4.576388889,100.63,4,0.58,13.83,13,50,9/4/2015,1:50 PM,9/04/15 13:50:00,1026.144236
2015,9,4.579861111,100.67,4,0.58,13.92,13,55,9/4/2015,1:55 PM,9/04/15 13:55:00,1026.552124
2015,9,4.583333333,100.71,4,0.58,14.00,14,0,9/4/2015,2:00 PM,9/04/15 14:00:00,1026.960012
2015,9,4.586805556,100.72,4,0.59,14.08,14,5,9/4/2015,2:05 PM,9/04/15 14:05:00,1027.061984
2015,9,4.590277778,100.73,4,0.59,14.17,14,10,9/4/2015,2:10 PM,9/04/15 14:10:00,1027.163956
2015,9,4.59375,100.76,4,0.59,14.25,14,15,9/4/2015,2:15 PM,9/04/15 14:15:00,1027.469872
2015,9,4.597222222,100.78,4,0.60,14.33,14,20,9/4/2015,2:20 PM,9/04/15 14:20:00,1027.673816
2015,9,4.600694444,100.79,4,0.60,14.42,14,25,9/4/2015,2:25 PM,9/04/15 14:25:00,1027.775788
2015,9,4.604166667,100.79,4,0.60,14.50,14,30,9/4/2015,2:30 PM,9/04/15 14:30:00,1027.775788
2015,9,4.607638889,100.8,4,0.61,14.58,14,35,9/4/2015,2:35 PM,9/04/15 14:35:00,1027.87776
2015,9,4.611111111,100.82,4,0.61,14.67,14,40,9/4/2015,2:40 PM,9/04/15 14:40:00,1028.081704
2015,9,4.614583333,100.79,4,0.61,14.75,14,45,9/4/2015,2:45 PM,9/04/15 14:45:00,1027.775788
2015,9,4.618055556,100.78,4,0.62,14.83,14,50,9/4/2015,2:50 PM,9/04/15 14:50:00,1027.673816
2015,9,4.621527778,100.78,4,0.62,14.92,14,55,9/4/2015,2:55 PM,9/04/15 14:55:00,1027.673816
2015,9,4.625,100.79,4,0.63,15.00,15,0,9/4/2015,3:00 PM,9/04/15 15:00:00,1027.775788
2015,9,4.628472222,100.83,4,0.63,15.08,15,5,9/4/2015,3:05 PM,9/04/15 15:05:00,1028.183676
2015,9,4.631944444,100.84,4,0.63,15.17,15,10,9/4/2015,3:10 PM,9/04/15 15:10:00,1028.285648
2015,9,4.635416667,100.83,4,0.64,15.25,15,15,9/4/2015,3:15 PM,9/04/15 15:15:00,1028.183676
2015,9,4.638888889,100.85,4,0.64,15.33,15,20,9/4/2015,3:20 PM,9/04/15 15:20:00,1028.38762
2015,9,4.642361111,100.87,4,0.64,15.42,15,25,9/4/2015,3:25 PM,9/04/15 15:25:00,1028.591564
2015,9,4.645833333,100.85,4,0.65,15.50,15,30,9/4/2015,3:30 PM,9/04/15 15:30:00,1028.38762
2015,9,4.649305556,100.86,4,0.65,15.58,15,35,9/4/2015,3:35 PM,9/04/15 15:35:00,1028.489592
2015,9,4.652777778,100.84,4,0.65,15.67,15,40,9/4/2015,3:40 PM,9/04/15 15:40:00,1028.285648
2015,9,4.65625,100.83,4,0.66,15.75,15,45,9/4/2015,3:45 PM,9/04/15 15:45:00,1028.183676
2015,9,4.659722222,100.82,4,0.66,15.83,15,50,9/4/2015,3:50 PM,9/04/15 15:50:00,1028.081704
2015,9,4.663194444,100.84,4,0.66,15.92,15,55,9/4/2015,3:55 PM,9/04/15 15:55:00,1028.285648
2015,9,4.666666667,100.84,4,0.67,16.00,16,0,9/4/2015,4:00 PM,9/04/15 16:00:00,1028.285648
2015,9,4.670138889,100.85,4,0.67,16.08,16,5,9/4/2015,4:05 PM,9/04/15 16:05:00,1028.38762
2015,9,4.673611111,100.86,4,0.67,16.17,16,10,9/4/2015,4:10 PM,9/04/15 16:10:00,1028.489592
2015,9,4.677083333,100.86,4,0.68,16.25,16,15,9/4/2015,4:15 PM,9/04/15 16:15:00,1028.489592
2015,9,4.680555556,100.85,4,0.68,16.33,16,20,9/4/2015,4:20 PM,9/04/15 16:20:00,1028.38762
2015,9,4.684027778,100.85,4,0.68,16.42,16,25,9/4/2015,4:25 PM,9/04/15 16:25:00,1028.38762
2015,9,4.6875,100.85,4,0.69,16.50,16,30,9/4/2015,4:30 PM,9/04/15 16:30:00,1028.38762
2015,9,4.690972222,100.86,4,0.69,16.58,16,35,9/4/2015,4:35 PM,9/04/15 16:35:00,1028.489592
2015,9,4.694444444,100.86,4,0.69,16.67,16,40,9/4/2015,4:40 PM,9/04/15 16:40:00,1028.489592
2015,9,4.697916667,100.86,4,0.70,16.75,16,45,9/4/2015,4:45 PM,9/04/15 16:45:00,1028.489592
2015,9,4.701388889,100.85,4,0.70,16.83,16,50,9/4/2015,4:50 PM,9/04/15 16:50:00,1028.38762
2015,9,4.704861111,100.84,4,0.70,16.92,16,55,9/4/2015,4:55 PM,9/04/15 16:55:00,1028.285648
2015,9,4.708333333,100.84,4,0.71,17.00,17,0,9/4/2015,5:00 PM,9/04/15 17:00:00,1028.285648
2015,9,4.711805556,100.83,4,0.71,17.08,17,5,9/4/2015,5:05 PM,9/04/15 17:05:00,1028.183676
2015,9,4.715277778,100.82,4,0.72,17.17,17,10,9/4/2015,5:10 PM,9/04/15 17:10:00,1028.081704
2015,9,4.71875,100.81,4,0.72,17.25,17,15,9/4/2015,5:15 PM,9/04/15 17:15:00,1027.979732
2015,9,4.722222222,100.81,4,0.72,17.33,17,20,9/4/2015,5:20 PM,9/04/15 17:20:00,1027.979732
2015,9,4.725694444,100.81,4,0.73,17.42,17,25,9/4/2015,5:25 PM,9/04/15 17:25:00,1027.979732
2015,9,4.729166667,100.79,4,0.73,17.50,17,30,9/4/2015,5:30 PM,9/04/15 17:30:00,1027.775788
2015,9,4.732638889,100.79,4,0.73,17.58,17,35,9/4/2015,5:35 PM,9/04/15 17:35:00,1027.775788
2015,9,4.736111111,100.78,4,0.74,17.67,17,40,9/4/2015,5:40 PM,9/04/15 17:40:00,1027.673816
2015,9,4.739583333,100.77,4,0.74,17.75,17,45,9/4/2015,5:45 PM,9/04/15 17:45:00,1027.571844
2015,9,4.743055556,100.75,4,0.74,17.83,17,50,9/4/2015,5:50 PM,9/04/15 17:50:00,1027.3679
2015,9,4.746527778,100.76,4,0.75,17.92,17,55,9/4/2015,5:55 PM,9/04/15 17:55:00,1027.469872
2015,9,4.75,100.76,4,0.75,18.00,18,0,9/4/2015,6:00 PM,9/04/15 18:00:00,1027.469872
2015,9,4.753472222,100.76,4,0.75,18.08,18,5,9/4/2015,6:05 PM,9/04/15 18:05:00,1027.469872
2015,9,4.756944444,100.76,4,0.76,18.17,18,10,9/4/2015,6:10 PM,9/04/15 18:10:00,1027.469872
2015,9,4.760416667,100.77,4,0.76,18.25,18,15,9/4/2015,6:15 PM,9/04/15 18:15:00,1027.571844
2015,9,4.763888889,100.77,4,0.76,18.33,18,20,9/4/2015,6:20 PM,9/04/15 18:20:00,1027.571844
2015,9,4.767361111,100.76,4,0.77,18.42,18,25,9/4/2015,6:25 PM,9/04/15 18:25:00,1027.469872
2015,9,4.770833333,100.76,4,0.77,18.50,18,30,9/4/2015,6:30 PM,9/04/15 18:30:00,1027.469872
2015,9,4.774305556,100.75,4,0.77,18.58,18,35,9/4/2015,6:35 PM,9/04/15 18:35:00,1027.3679
2015,9,4.777777778,100.74,4,0.78,18.67,18,40,9/4/2015,6:40 PM,9/04/15 18:40:00,1027.265928
2015,9,4.78125,100.73,4,0.78,18.75,18,45,9/4/2015,6:45 PM,9/04/15 18:45:00,1027.163956
2015,9,4.784722222,100.73,4,0.78,18.83,18,50,9/4/2015,6:50 PM,9/04/15 18:50:00,1027.163956
2015,9,4.788194444,100.73,4,0.79,18.92,18,55,9/4/2015,6:55 PM,9/04/15 18:55:00,1027.163956
2015,9,4.791666667,100.72,4,0.79,19.00,19,0,9/4/2015,7:00 PM,9/04/15 19:00:00,1027.061984
2015,9,4.795138889,100.72,4,0.80,19.08,19,5,9/4/2015,7:05 PM,9/04/15 19:05:00,1027.061984
2015,9,4.798611111,100.71,4,0.80,19.17,19,10,9/4/2015,7:10 PM,9/04/15 19:10:00,1026.960012
2015,9,4.802083333,100.71,4,0.80,19.25,19,15,9/4/2015,7:15 PM,9/04/15 19:15:00,1026.960012
2015,9,4.805555556,100.71,4,0.81,19.33,19,20,9/4/2015,7:20 PM,9/04/15 19:20:00,1026.960012
2015,9,4.809027778,100.7,4,0.81,19.42,19,25,9/4/2015,7:25 PM,9/04/15 19:25:00,1026.85804
2015,9,4.8125,100.7,4,0.81,19.50,19,30,9/4/2015,7:30 PM,9/04/15 19:30:00,1026.85804
2015,9,4.815972222,100.69,4,0.82,19.58,19,35,9/4/2015,7:35 PM,9/04/15 19:35:00,1026.756068
2015,9,4.819444444,100.68,4,0.82,19.67,19,40,9/4/2015,7:40 PM,9/04/15 19:40:00,1026.654096
2015,9,4.822916667,100.67,4,0.82,19.75,19,45,9/4/2015,7:45 PM,9/04/15 19:45:00,1026.552124
2015,9,4.826388889,100.66,4,0.83,19.83,19,50,9/4/2015,7:50 PM,9/04/15 19:50:00,1026.450152
2015,9,4.829861111,100.65,4,0.83,19.92,19,55,9/4/2015,7:55 PM,9/04/15 19:55:00,1026.34818
2015,9,4.833333333,100.64,4,0.83,20.00,20,0,9/4/2015,8:00 PM,9/04/15 20:00:00,1026.246208
2015,9,4.836805556,100.64,4,0.84,20.08,20,5,9/4/2015,8:05 PM,9/04/15 20:05:00,1026.246208
2015,9,4.840277778,100.63,4,0.84,20.17,20,10,9/4/2015,8:10 PM,9/04/15 20:10:00,1026.144236
2015,9,4.84375,100.62,4,0.84,20.25,20,15,9/4/2015,8:15 PM,9/04/15 20:15:00,1026.042264
2015,9,4.847222222,100.62,4,0.85,20.33,20,20,9/4/2015,8:20 PM,9/04/15 20:20:00,1026.042264
2015,9,4.850694444,100.62,4,0.85,20.42,20,25,9/4/2015,8:25 PM,9/04/15 20:25:00,1026.042264
2015,9,4.854166667,100.62,4,0.85,20.50,20,30,9/4/2015,8:30 PM,9/04/15 20:30:00,1026.042264
2015,9,4.857638889,100.61,4,0.86,20.58,20,35,9/4/2015,8:35 PM,9/04/15 20:35:00,1025.940292
2015,9,4.861111111,100.61,4,0.86,20.67,20,40,9/4/2015,8:40 PM,9/04/15 20:40:00,1025.940292
2015,9,4.864583333,100.61,4,0.86,20.75,20,45,9/4/2015,8:45 PM,9/04/15 20:45:00,1025.940292
2015,9,4.868055556,100.61,4,0.87,20.83,20,50,9/4/2015,8:50 PM,9/04/15 20:50:00,1025.940292
2015,9,4.871527778,100.61,4,0.87,20.92,20,55,9/4/2015,8:55 PM,9/04/15 20:55:00,1025.940292
2015,9,4.875,100.6,4,0.88,21.00,21,0,9/4/2015,9:00 PM,9/04/15 21:00:00,1025.83832
2015,9,4.878472222,100.6,4,0.88,21.08,21,5,9/4/2015,9:05 PM,9/04/15 21:05:00,1025.83832
2015,9,4.881944444,100.61,4,0.88,21.17,21,10,9/4/2015,9:10 PM,9/04/15 21:10:00,1025.940292
2015,9,4.885416667,100.61,4,0.89,21.25,21,15,9/4/2015,9:15 PM,9/04/15 21:15:00,1025.940292
2015,9,4.888888889,100.61,4,0.89,21.33,21,20,9/4/2015,9:20 PM,9/04/15 21:20:00,1025.940292
2015,9,4.892361111,100.61,4,0.89,21.42,21,25,9/4/2015,9:25 PM,9/04/15 21:25:00,1025.940292
2015,9,4.895833333,100.6,4,0.90,21.50,21,30,9/4/2015,9:30 PM,9/04/15 21:30:00,1025.83832
2015,9,4.899305556,100.6,4,0.90,21.58,21,35,9/4/2015,9:35 PM,9/04/15 21:35:00,1025.83832
2015,9,4.902777778,100.6,4,0.90,21.67,21,40,9/4/2015,9:40 PM,9/04/15 21:40:00,1025.83832
2015,9,4.90625,100.61,4,0.91,21.75,21,45,9/4/2015,9:45 PM,9/04/15 21:45:00,1025.940292
2015,9,4.909722222,100.61,4,0.91,21.83,21,50,9/4/2015,9:50 PM,9/04/15 21:50:00,1025.940292
2015,9,4.913194444,100.62,4,0.91,21.92,21,55,9/4/2015,9:55 PM,9/04/15 21:55:00,1026.042264
2015,9,4.916666667,100.61,4,0.92,22.00,22,0,9/4/2015,10:00 PM,9/04/15 22:00:00,1025.940292
2015,9,4.920138889,100.61,4,0.92,22.08,22,5,9/4/2015,10:05 PM,9/04/15 22:05:00,1025.940292
2015,9,4.923611111,100.61,4,0.92,22.17,22,10,9/4/2015,10:10 PM,9/04/15 22:10:00,1025.940292
2015,9,4.927083333,100.61,4,0.93,22.25,22,15,9/4/2015,10:15 PM,9/04/15 22:15:00,1025.940292
2015,9,4.930555556,100.61,4,0.93,22.33,22,20,9/4/2015,10:20 PM,9/04/15 22:20:00,1025.940292
2015,9,4.934027778,100.61,4,0.93,22.42,22,25,9/4/2015,10:25 PM,9/04/15 22:25:00,1025.940292
2015,9,4.9375,100.61,4,0.94,22.50,22,30,9/4/2015,10:30 PM,9/04/15 22:30:00,1025.940292
2015,9,4.940972222,100.62,4,0.94,22.58,22,35,9/4/2015,10:35 PM,9/04/15 22:35:00,1026.042264
2015,9,4.944444444,100.62,4,0.94,22.67,22,40,9/4/2015,10:40 PM,9/04/15 22:40:00,1026.042264
2015,9,4.947916667,100.62,4,0.95,22.75,22,45,9/4/2015,10:45 PM,9/04/15 22:45:00,1026.042264
2015,9,4.951388889,100.62,4,0.95,22.83,22,50,9/4/2015,10:50 PM,9/04/15 22:50:00,1026.042264
2015,9,4.954861111,100.62,4,0.95,22.92,22,55,9/4/2015,10:55 PM,9/04/15 22:55:00,1026.042264
2015,9,4.958333333,100.62,4,0.96,23.00,23,0,9/4/2015,11:00 PM,9/04/15 23:00:00,1026.042264
2015,9,4.961805556,100.62,4,0.96,23.08,23,5,9/4/2015,11:05 PM,9/04/15 23:05:00,1026.042264
2015,9,4.965277778,100.62,4,0.97,23.17,23,10,9/4/2015,11:10 PM,9/04/15 23:10:00,1026.042264
2015,9,4.96875,100.64,4,0.97,23.25,23,15,9/4/2015,11:15 PM,9/04/15 23:15:00,1026.246208
2015,9,4.972222222,100.65,4,0.97,23.33,23,20,9/4/2015,11:20 PM,9/04/15 23:20:00,1026.34818
2015,9,4.975694444,100.65,4,0.98,23.42,23,25,9/4/2015,11:25 PM,9/04/15 23:25:00,1026.34818
2015,9,4.979166667,100.65,4,0.98,23.50,23,30,9/4/2015,11:30 PM,9/04/15 23:30:00,1026.34818
2015,9,4.982638889,100.65,4,0.98,23.58,23,35,9/4/2015,11:35 PM,9/04/15 23:35:00,1026.34818
2015,9,4.986111111,100.66,4,0.99,23.67,23,40,9/4/2015,11:40 PM,9/04/15 23:40:00,1026.450152
2015,9,4.989583333,100.66,4,0.99,23.75,23,45,9/4/2015,11:45 PM,9/04/15 23:45:00,1026.450152
2015,9,4.993055556,100.66,4,0.99,23.83,23,50,9/4/2015,11:50 PM,9/04/15 23:50:00,1026.450152
2015,9,4.996527778,100.66,4,1.00,23.92,23,55,9/4/2015,11:55 PM,9/04/15 23:55:00,1026.450152
2015,9,5,100.66,5,0.00,0.00,0,0,9/5/2015,12:00 AM,9/05/15 00:00:00,1026.450152
2015,9,5.003472222,100.65,5,0.00,0.08,0,5,9/5/2015,12:05 AM,9/05/15 00:05:00,1026.34818
2015,9,5.006944444,100.66,5,0.01,0.17,0,10,9/5/2015,12:10 AM,9/05/15 00:10:00,1026.450152
2015,9,5.010416667,100.66,5,0.01,0.25,0,15,9/5/2015,12:15 AM,9/05/15 00:15:00,1026.450152
2015,9,5.013888889,100.66,5,0.01,0.33,0,20,9/5/2015,12:20 AM,9/05/15 00:20:00,1026.450152
2015,9,5.017361111,100.66,5,0.02,0.42,0,25,9/5/2015,12:25 AM,9/05/15 00:25:00,1026.450152
2015,9,5.020833333,100.67,5,0.02,0.50,0,30,9/5/2015,12:30 AM,9/05/15 00:30:00,1026.552124
2015,9,5.024305556,100.68,5,0.02,0.58,0,35,9/5/2015,12:35 AM,9/05/15 00:35:00,1026.654096
2015,9,5.027777778,100.69,5,0.03,0.67,0,40,9/5/2015,12:40 AM,9/05/15 00:40:00,1026.756068
2015,9,5.03125,100.7,5,0.03,0.75,0,45,9/5/2015,12:45 AM,9/05/15 00:45:00,1026.85804
2015,9,5.034722222,100.71,5,0.03,0.83,0,50,9/5/2015,12:50 AM,9/05/15 00:50:00,1026.960012
2015,9,5.038194444,100.72,5,0.04,0.92,0,55,9/5/2015,12:55 AM,9/05/15 00:55:00,1027.061984
2015,9,5.041666667,100.74,5,0.04,1.00,1,0,9/5/2015,1:00 AM,9/05/15 01:00:00,1027.265928
2015,9,5.045138889,100.75,5,0.05,1.08,1,5,9/5/2015,1:05 AM,9/05/15 01:05:00,1027.3679
2015,9,5.048611111,100.77,5,0.05,1.17,1,10,9/5/2015,1:10 AM,9/05/15 01:10:00,1027.571844
2015,9,5.052083333,100.77,5,0.05,1.25,1,15,9/5/2015,1:15 AM,9/05/15 01:15:00,1027.571844
2015,9,5.055555556,100.78,5,0.06,1.33,1,20,9/5/2015,1:20 AM,9/05/15 01:20:00,1027.673816
2015,9,5.059027778,100.78,5,0.06,1.42,1,25,9/5/2015,1:25 AM,9/05/15 01:25:00,1027.673816
2015,9,5.0625,100.78,5,0.06,1.50,1,30,9/5/2015,1:30 AM,9/05/15 01:30:00,1027.673816
2015,9,5.065972222,100.78,5,0.07,1.58,1,35,9/5/2015,1:35 AM,9/05/15 01:35:00,1027.673816
2015,9,5.069444444,100.78,5,0.07,1.67,1,40,9/5/2015,1:40 AM,9/05/15 01:40:00,1027.673816
2015,9,5.072916667,100.78,5,0.07,1.75,1,45,9/5/2015,1:45 AM,9/05/15 01:45:00,1027.673816
2015,9,5.076388889,100.78,5,0.08,1.83,1,50,9/5/2015,1:50 AM,9/05/15 01:50:00,1027.673816
2015,9,5.079861111,100.79,5,0.08,1.92,1,55,9/5/2015,1:55 AM,9/05/15 01:55:00,1027.775788
2015,9,5.083333333,100.8,5,0.08,2.00,1,60,9/5/2015,2:00 AM,9/05/15 02:00:00,1027.87776
2015,9,5.086805556,100.8,5,0.09,2.08,2,5,9/5/2015,2:05 AM,9/05/15 02:05:00,1027.87776
2015,9,5.090277778,100.81,5,0.09,2.17,2,10,9/5/2015,2:10 AM,9/05/15 02:10:00,1027.979732
2015,9,5.09375,100.82,5,0.09,2.25,2,15,9/5/2015,2:15 AM,9/05/15 02:15:00,1028.081704
2015,9,5.097222222,100.82,5,0.10,2.33,2,20,9/5/2015,2:20 AM,9/05/15 02:20:00,1028.081704
2015,9,5.100694444,100.82,5,0.10,2.42,2,25,9/5/2015,2:25 AM,9/05/15 02:25:00,1028.081704
2015,9,5.104166667,100.82,5,0.10,2.50,2,30,9/5/2015,2:30 AM,9/05/15 02:30:00,1028.081704
2015,9,5.107638889,100.82,5,0.11,2.58,2,35,9/5/2015,2:35 AM,9/05/15 02:35:00,1028.081704
2015,9,5.111111111,100.82,5,0.11,2.67,2,40,9/5/2015,2:40 AM,9/05/15 02:40:00,1028.081704
2015,9,5.114583333,100.82,5,0.11,2.75,2,45,9/5/2015,2:45 AM,9/05/15 02:45:00,1028.081704
2015,9,5.118055556,100.82,5,0.12,2.83,2,50,9/5/2015,2:50 AM,9/05/15 02:50:00,1028.081704
2015,9,5.121527778,100.82,5,0.12,2.92,2,55,9/5/2015,2:55 AM,9/05/15 02:55:00,1028.081704
2015,9,5.125,100.82,5,0.13,3.00,3,0,9/5/2015,3:00 AM,9/05/15 03:00:00,1028.081704
2015,9,5.128472222,100.83,5,0.13,3.08,3,5,9/5/2015,3:05 AM,9/05/15 03:05:00,1028.183676
2015,9,5.131944444,100.84,5,0.13,3.17,3,10,9/5/2015,3:10 AM,9/05/15 03:10:00,1028.285648
2015,9,5.135416667,100.84,5,0.14,3.25,3,15,9/5/2015,3:15 AM,9/05/15 03:15:00,1028.285648
2015,9,5.138888889,100.84,5,0.14,3.33,3,20,9/5/2015,3:20 AM,9/05/15 03:20:00,1028.285648
2015,9,5.142361111,100.85,5,0.14,3.42,3,25,9/5/2015,3:25 AM,9/05/15 03:25:00,1028.38762
2015,9,5.145833333,100.84,5,0.15,3.50,3,30,9/5/2015,3:30 AM,9/05/15 03:30:00,1028.285648
2015,9,5.149305556,100.84,5,0.15,3.58,3,35,9/5/2015,3:35 AM,9/05/15 03:35:00,1028.285648
2015,9,5.152777778,100.84,5,0.15,3.67,3,40,9/5/2015,3:40 AM,9/05/15 03:40:00,1028.285648
2015,9,5.15625,100.84,5,0.16,3.75,3,45,9/5/2015,3:45 AM,9/05/15 03:45:00,1028.285648
2015,9,5.159722222,100.85,5,0.16,3.83,3,50,9/5/2015,3:50 AM,9/05/15 03:50:00,1028.38762
2015,9,5.163194444,100.84,5,0.16,3.92,3,55,9/5/2015,3:55 AM,9/05/15 03:55:00,1028.285648
2015,9,5.166666667,100.84,5,0.17,4.00,4,0,9/5/2015,4:00 AM,9/05/15 04:00:00,1028.285648
2015,9,5.170138889,100.84,5,0.17,4.08,4,5,9/5/2015,4:05 AM,9/05/15 04:05:00,1028.285648
2015,9,5.173611111,100.84,5,0.17,4.17,4,10,9/5/2015,4:10 AM,9/05/15 04:10:00,1028.285648
2015,9,5.177083333,100.84,5,0.18,4.25,4,15,9/5/2015,4:15 AM,9/05/15 04:15:00,1028.285648
2015,9,5.180555556,100.83,5,0.18,4.33,4,20,9/5/2015,4:20 AM,9/05/15 04:20:00,1028.183676
2015,9,5.184027778,100.83,5,0.18,4.42,4,25,9/5/2015,4:25 AM,9/05/15 04:25:00,1028.183676
2015,9,5.1875,100.82,5,0.19,4.50,4,30,9/5/2015,4:30 AM,9/05/15 04:30:00,1028.081704
2015,9,5.190972222,100.83,5,0.19,4.58,4,35,9/5/2015,4:35 AM,9/05/15 04:35:00,1028.183676
2015,9,5.194444444,100.82,5,0.19,4.67,4,40,9/5/2015,4:40 AM,9/05/15 04:40:00,1028.081704
2015,9,5.197916667,100.82,5,0.20,4.75,4,45,9/5/2015,4:45 AM,9/05/15 04:45:00,1028.081704
2015,9,5.201388889,100.82,5,0.20,4.83,4,50,9/5/2015,4:50 AM,9/05/15 04:50:00,1028.081704
2015,9,5.204861111,100.82,5,0.20,4.92,4,55,9/5/2015,4:55 AM,9/05/15 04:55:00,1028.081704
2015,9,5.208333333,100.81,5,0.21,5.00,4,60,9/5/2015,5:00 AM,9/05/15 05:00:00,1027.979732
2015,9,5.211805556,100.8,5,0.21,5.08,5,5,9/5/2015,5:05 AM,9/05/15 05:05:00,1027.87776
2015,9,5.215277778,100.79,5,0.22,5.17,5,10,9/5/2015,5:10 AM,9/05/15 05:10:00,1027.775788
2015,9,5.21875,100.79,5,0.22,5.25,5,15,9/5/2015,5:15 AM,9/05/15 05:15:00,1027.775788
2015,9,5.222222222,100.78,5,0.22,5.33,5,20,9/5/2015,5:20 AM,9/05/15 05:20:00,1027.673816
2015,9,5.225694444,100.77,5,0.23,5.42,5,25,9/5/2015,5:25 AM,9/05/15 05:25:00,1027.571844
2015,9,5.229166667,100.76,5,0.23,5.50,5,30,9/5/2015,5:30 AM,9/05/15 05:30:00,1027.469872
2015,9,5.232638889,100.76,5,0.23,5.58,5,35,9/5/2015,5:35 AM,9/05/15 05:35:00,1027.469872
2015,9,5.236111111,100.75,5,0.24,5.67,5,40,9/5/2015,5:40 AM,9/05/15 05:40:00,1027.3679
2015,9,5.239583333,100.74,5,0.24,5.75,5,45,9/5/2015,5:45 AM,9/05/15 05:45:00,1027.265928
2015,9,5.243055556,100.74,5,0.24,5.83,5,50,9/5/2015,5:50 AM,9/05/15 05:50:00,1027.265928
2015,9,5.246527778,100.73,5,0.25,5.92,5,55,9/5/2015,5:55 AM,9/05/15 05:55:00,1027.163956
2015,9,5.25,100.73,5,0.25,6.00,6,0,9/5/2015,6:00 AM,9/05/15 06:00:00,1027.163956
2015,9,5.253472222,100.72,5,0.25,6.08,6,5,9/5/2015,6:05 AM,9/05/15 06:05:00,1027.061984
2015,9,5.256944444,100.7,5,0.26,6.17,6,10,9/5/2015,6:10 AM,9/05/15 06:10:00,1026.85804
2015,9,5.260416667,100.69,5,0.26,6.25,6,15,9/5/2015,6:15 AM,9/05/15 06:15:00,1026.756068
2015,9,5.263888889,100.67,5,0.26,6.33,6,20,9/5/2015,6:20 AM,9/05/15 06:20:00,1026.552124
2015,9,5.267361111,100.67,5,0.27,6.42,6,25,9/5/2015,6:25 AM,9/05/15 06:25:00,1026.552124
2015,9,5.270833333,100.66,5,0.27,6.50,6,30,9/5/2015,6:30 AM,9/05/15 06:30:00,1026.450152
2015,9,5.274305556,100.65,5,0.27,6.58,6,35,9/5/2015,6:35 AM,9/05/15 06:35:00,1026.34818
2015,9,5.277777778,100.64,5,0.28,6.67,6,40,9/5/2015,6:40 AM,9/05/15 06:40:00,1026.246208
2015,9,5.28125,100.63,5,0.28,6.75,6,45,9/5/2015,6:45 AM,9/05/15 06:45:00,1026.144236
2015,9,5.284722222,100.61,5,0.28,6.83,6,50,9/5/2015,6:50 AM,9/05/15 06:50:00,1025.940292
2015,9,5.288194444,100.6,5,0.29,6.92,6,55,9/5/2015,6:55 AM,9/05/15 06:55:00,1025.83832
2015,9,5.291666667,100.6,5,0.29,7.00,7,0,9/5/2015,7:00 AM,9/05/15 07:00:00,1025.83832
2015,9,5.295138889,100.59,5,0.30,7.08,7,5,9/5/2015,7:05 AM,9/05/15 07:05:00,1025.736348
2015,9,5.298611111,100.59,5,0.30,7.17,7,10,9/5/2015,7:10 AM,9/05/15 07:10:00,1025.736348
2015,9,5.302083333,100.58,5,0.30,7.25,7,15,9/5/2015,7:15 AM,9/05/15 07:15:00,1025.634376
2015,9,5.305555556,100.59,5,0.31,7.33,7,20,9/5/2015,7:20 AM,9/05/15 07:20:00,1025.736348
2015,9,5.309027778,100.59,5,0.31,7.42,7,25,9/5/2015,7:25 AM,9/05/15 07:25:00,1025.736348
2015,9,5.3125,100.59,5,0.31,7.50,7,30,9/5/2015,7:30 AM,9/05/15 07:30:00,1025.736348
